prompt,outdir,skip_grid,skip_save,ddim_steps,fixed_code,ddim_eta,n_iter,H,W,C,f,n_samples,n_rows,scale,device,from_file,seed,unet_bs,turbo,precision,format,sampler,ckpt,meta_mode
a painting of a virus monster playing guitar,robot_imagination,False,False,25,False,0.0,1,512,512,4,8,50,0,20,cuda,,861627,1,False,autocast,png,plms,/home/fetch/Documents/Kevin/stable_diffusion/models/ldm/stable-diffusion-v1/model.ckpt,False
a painting of a virus monster playing guitar,robot_imagination,False,False,25,False,0.0,1,512,512,4,8,50,0,20,cuda,,861677,1,False,autocast,png,plms,/home/fetch/Documents/Kevin/stable_diffusion/models/ldm/stable-diffusion-v1/model.ckpt,False
a painting of a virus monster playing guitar,robot_imagination,False,False,25,False,0.0,1,512,512,4,8,50,0,20,cuda,,861727,1,False,autocast,png,plms,/home/fetch/Documents/Kevin/stable_diffusion/models/ldm/stable-diffusion-v1/model.ckpt,False
a painting of a virus monster playing guitar,robot_imagination,False,False,25,False,0.0,1,512,512,4,8,50,0,20,cuda,,861777,1,False,autocast,png,plms,/home/fetch/Documents/Kevin/stable_diffusion/models/ldm/stable-diffusion-v1/model.ckpt,False
a painting of a virus monster playing guitar,robot_imagination,False,False,25,False,0.0,1,512,512,4,8,50,0,20,cuda,,861827,1,False,autocast,png,plms,/home/fetch/Documents/Kevin/stable_diffusion/models/ldm/stable-diffusion-v1/model.ckpt,False
a painting of a virus monster playing guitar,robot_imagination,False,False,25,False,0.0,1,512,512,4,8,50,0,20,cuda,,861877,1,False,autocast,png,plms,/home/fetch/Documents/Kevin/stable_diffusion/models/ldm/stable-diffusion-v1/model.ckpt,False
a painting of a virus monster playing guitar,robot_imagination,False,False,25,False,0.0,1,512,512,4,8,50,0,20,cuda,,861927,1,False,autocast,png,plms,/home/fetch/Documents/Kevin/stable_diffusion/models/ldm/stable-diffusion-v1/model.ckpt,False
a painting of a virus monster playing guitar,robot_imagination,False,False,25,False,0.0,1,512,512,4,8,50,0,20,cuda,,861977,1,False,autocast,png,plms,/home/fetch/Documents/Kevin/stable_diffusion/models/ldm/stable-diffusion-v1/model.ckpt,False
a painting of a virus monster playing guitar,robot_imagination,False,False,25,False,0.0,1,512,512,4,8,50,0,20,cuda,,862027,1,False,autocast,png,plms,/home/fetch/Documents/Kevin/stable_diffusion/models/ldm/stable-diffusion-v1/model.ckpt,False
a painting of a virus monster playing guitar,robot_imagination,False,False,25,False,0.0,1,512,512,4,8,50,0,20,cuda,,862077,1,False,autocast,png,plms,/home/fetch/Documents/Kevin/stable_diffusion/models/ldm/stable-diffusion-v1/model.ckpt,False
a painting of a virus monster playing guitar,robot_imagination,False,False,25,False,0.0,1,512,512,4,8,50,0,20,cuda,,862127,1,False,autocast,png,plms,/home/fetch/Documents/Kevin/stable_diffusion/models/ldm/stable-diffusion-v1/model.ckpt,False
a painting of a virus monster playing guitar,robot_imagination,False,False,25,False,0.0,1,512,512,4,8,50,0,20,cuda,,862177,1,False,autocast,png,plms,/home/fetch/Documents/Kevin/stable_diffusion/models/ldm/stable-diffusion-v1/model.ckpt,False
a painting of a virus monster playing guitar,robot_imagination,False,False,25,False,0.0,1,512,512,4,8,50,0,20,cuda,,862227,1,False,autocast,png,plms,/home/fetch/Documents/Kevin/stable_diffusion/models/ldm/stable-diffusion-v1/model.ckpt,False
a painting of a virus monster playing guitar,robot_imagination,False,False,25,False,0.0,1,512,512,4,8,50,0,20,cuda,,862277,1,False,autocast,png,plms,/home/fetch/Documents/Kevin/stable_diffusion/models/ldm/stable-diffusion-v1/model.ckpt,False
a painting of a virus monster playing guitar,robot_imagination,False,False,25,False,0.0,1,512,512,4,8,50,0,20,cuda,,862327,1,False,autocast,png,plms,/home/fetch/Documents/Kevin/stable_diffusion/models/ldm/stable-diffusion-v1/model.ckpt,False
a painting of a virus monster playing guitar,robot_imagination,False,False,25,False,0.0,1,512,512,4,8,50,0,20,cuda,,862377,1,False,autocast,png,plms,/home/fetch/Documents/Kevin/stable_diffusion/models/ldm/stable-diffusion-v1/model.ckpt,False
a painting of a virus monster playing guitar,robot_imagination,False,False,25,False,0.0,1,512,512,4,8,50,0,20,cuda,,862427,1,False,autocast,png,plms,/home/fetch/Documents/Kevin/stable_diffusion/models/ldm/stable-diffusion-v1/model.ckpt,False
a painting of a virus monster playing guitar,robot_imagination,False,False,25,False,0.0,1,512,512,4,8,50,0,20,cuda,,862477,1,False,autocast,png,plms,/home/fetch/Documents/Kevin/stable_diffusion/models/ldm/stable-diffusion-v1/model.ckpt,False
a painting of a virus monster playing guitar,robot_imagination,False,False,25,False,0.0,1,512,512,4,8,50,0,20,cuda,,862527,1,False,autocast,png,plms,/home/fetch/Documents/Kevin/stable_diffusion/models/ldm/stable-diffusion-v1/model.ckpt,False
a painting of a virus monster playing guitar,robot_imagination,False,False,25,False,0.0,1,512,512,4,8,50,0,20,cuda,,862577,1,False,autocast,png,plms,/home/fetch/Documents/Kevin/stable_diffusion/models/ldm/stable-diffusion-v1/model.ckpt,False
a painting of a virus monster playing guitar,robot_imagination,False,False,25,False,0.0,1,512,512,4,8,50,0,20,cuda,,862627,1,False,autocast,png,plms,/home/fetch/Documents/Kevin/stable_diffusion/models/ldm/stable-diffusion-v1/model.ckpt,False
a painting of a virus monster playing guitar,robot_imagination,False,False,25,False,0.0,1,512,512,4,8,50,0,20,cuda,,862677,1,False,autocast,png,plms,/home/fetch/Documents/Kevin/stable_diffusion/models/ldm/stable-diffusion-v1/model.ckpt,False
a painting of a virus monster playing guitar,robot_imagination,False,False,25,False,0.0,1,512,512,4,8,50,0,20,cuda,,862727,1,False,autocast,png,plms,/home/fetch/Documents/Kevin/stable_diffusion/models/ldm/stable-diffusion-v1/model.ckpt,False
a painting of a virus monster playing guitar,robot_imagination,False,False,25,False,0.0,1,512,512,4,8,50,0,20,cuda,,862777,1,False,autocast,png,plms,/home/fetch/Documents/Kevin/stable_diffusion/models/ldm/stable-diffusion-v1/model.ckpt,False
a painting of a virus monster playing guitar,robot_imagination,False,False,25,False,0.0,1,512,512,4,8,50,0,20,cuda,,862827,1,False,autocast,png,plms,/home/fetch/Documents/Kevin/stable_diffusion/models/ldm/stable-diffusion-v1/model.ckpt,False
a painting of a virus monster playing guitar,robot_imagination,False,False,25,False,0.0,1,512,512,4,8,50,0,20,cuda,,862877,1,False,autocast,png,plms,/home/fetch/Documents/Kevin/stable_diffusion/models/ldm/stable-diffusion-v1/model.ckpt,False
a painting of a virus monster playing guitar,robot_imagination,False,False,25,False,0.0,1,512,512,4,8,50,0,20,cuda,,862927,1,False,autocast,png,plms,/home/fetch/Documents/Kevin/stable_diffusion/models/ldm/stable-diffusion-v1/model.ckpt,False
a painting of a virus monster playing guitar,robot_imagination,False,False,25,False,0.0,1,512,512,4,8,50,0,20,cuda,,862977,1,False,autocast,png,plms,/home/fetch/Documents/Kevin/stable_diffusion/models/ldm/stable-diffusion-v1/model.ckpt,False
a painting of a virus monster playing guitar,robot_imagination,False,False,25,False,0.0,1,512,512,4,8,50,0,20,cuda,,863027,1,False,autocast,png,plms,/home/fetch/Documents/Kevin/stable_diffusion/models/ldm/stable-diffusion-v1/model.ckpt,False
a painting of a virus monster playing guitar,robot_imagination,False,False,25,False,0.0,1,512,512,4,8,50,0,20,cuda,,267517,1,False,autocast,png,plms,/home/fetch/Documents/Kevin/stable_diffusion/models/ldm/stable-diffusion-v1/model.ckpt,False
a painting of a virus monster playing guitar,robot_imagination,False,False,25,False,0.0,1,512,512,4,8,50,0,20,cuda,,267567,1,False,autocast,png,plms,/home/fetch/Documents/Kevin/stable_diffusion/models/ldm/stable-diffusion-v1/model.ckpt,False
a painting of a virus monster playing guitar,robot_imagination,False,False,25,False,0.0,1,512,512,4,8,50,0,20,cuda,,267617,1,False,autocast,png,plms,/home/fetch/Documents/Kevin/stable_diffusion/models/ldm/stable-diffusion-v1/model.ckpt,False
a painting of a virus monster playing guitar,robot_imagination,False,False,25,False,0.0,1,512,512,4,8,50,0,20,cuda,,267667,1,False,autocast,png,plms,/home/fetch/Documents/Kevin/stable_diffusion/models/ldm/stable-diffusion-v1/model.ckpt,False
a painting of a virus monster playing guitar,robot_imagination,False,False,25,False,0.0,1,512,512,4,8,50,0,20,cuda,,267717,1,False,autocast,png,plms,/home/fetch/Documents/Kevin/stable_diffusion/models/ldm/stable-diffusion-v1/model.ckpt,False
a painting of a virus monster playing guitar,robot_imagination,False,False,25,False,0.0,1,512,512,4,8,50,0,20,cuda,,267767,1,False,autocast,png,plms,/home/fetch/Documents/Kevin/stable_diffusion/models/ldm/stable-diffusion-v1/model.ckpt,False
a painting of a virus monster playing guitar,robot_imagination,False,False,25,False,0.0,1,512,512,4,8,50,0,20,cuda,,267817,1,False,autocast,png,plms,/home/fetch/Documents/Kevin/stable_diffusion/models/ldm/stable-diffusion-v1/model.ckpt,False
a painting of a virus monster playing guitar,robot_imagination,False,False,25,False,0.0,1,512,512,4,8,50,0,20,cuda,,267867,1,False,autocast,png,plms,/home/fetch/Documents/Kevin/stable_diffusion/models/ldm/stable-diffusion-v1/model.ckpt,False
a painting of a virus monster playing guitar,robot_imagination,False,False,25,False,0.0,1,512,512,4,8,50,0,20,cuda,,267917,1,False,autocast,png,plms,/home/fetch/Documents/Kevin/stable_diffusion/models/ldm/stable-diffusion-v1/model.ckpt,False
a painting of a virus monster playing guitar,robot_imagination,False,False,25,False,0.0,1,512,512,4,8,50,0,20,cuda,,267967,1,False,autocast,png,plms,/home/fetch/Documents/Kevin/stable_diffusion/models/ldm/stable-diffusion-v1/model.ckpt,False
a painting of a virus monster playing guitar,robot_imagination,False,False,25,False,0.0,1,512,512,4,8,50,0,20,cuda,,268017,1,False,autocast,png,plms,/home/fetch/Documents/Kevin/stable_diffusion/models/ldm/stable-diffusion-v1/model.ckpt,False
a painting of a virus monster playing guitar,robot_imagination,False,False,25,False,0.0,1,512,512,4,8,50,0,20,cuda,,268067,1,False,autocast,png,plms,/home/fetch/Documents/Kevin/stable_diffusion/models/ldm/stable-diffusion-v1/model.ckpt,False
a painting of a virus monster playing guitar,robot_imagination,False,False,25,False,0.0,1,512,512,4,8,50,0,20,cuda,,268117,1,False,autocast,png,plms,/home/fetch/Documents/Kevin/stable_diffusion/models/ldm/stable-diffusion-v1/model.ckpt,False
a painting of a virus monster playing guitar,robot_imagination,False,False,25,False,0.0,1,512,512,4,8,50,0,20,cuda,,268167,1,False,autocast,png,plms,/home/fetch/Documents/Kevin/stable_diffusion/models/ldm/stable-diffusion-v1/model.ckpt,False
a painting of a virus monster playing guitar,robot_imagination,False,False,25,False,0.0,1,512,512,4,8,50,0,20,cuda,,268217,1,False,autocast,png,plms,/home/fetch/Documents/Kevin/stable_diffusion/models/ldm/stable-diffusion-v1/model.ckpt,False
a painting of a virus monster playing guitar,robot_imagination,False,False,25,False,0.0,1,512,512,4,8,50,0,20,cuda,,268267,1,False,autocast,png,plms,/home/fetch/Documents/Kevin/stable_diffusion/models/ldm/stable-diffusion-v1/model.ckpt,False
a painting of a virus monster playing guitar,robot_imagination,False,False,25,False,0.0,1,512,512,4,8,50,0,20,cuda,,268317,1,False,autocast,png,plms,/home/fetch/Documents/Kevin/stable_diffusion/models/ldm/stable-diffusion-v1/model.ckpt,False
a painting of a virus monster playing guitar,robot_imagination,False,False,25,False,0.0,1,512,512,4,8,50,0,20,cuda,,268367,1,False,autocast,png,plms,/home/fetch/Documents/Kevin/stable_diffusion/models/ldm/stable-diffusion-v1/model.ckpt,False
a painting of a virus monster playing guitar,robot_imagination,False,False,25,False,0.0,1,512,512,4,8,50,0,20,cuda,,268417,1,False,autocast,png,plms,/home/fetch/Documents/Kevin/stable_diffusion/models/ldm/stable-diffusion-v1/model.ckpt,False
a painting of a virus monster playing guitar,robot_imagination,False,False,25,False,0.0,1,512,512,4,8,50,0,20,cuda,,268467,1,False,autocast,png,plms,/home/fetch/Documents/Kevin/stable_diffusion/models/ldm/stable-diffusion-v1/model.ckpt,False
a painting of a virus monster playing guitar,robot_imagination,False,False,25,False,0.0,1,512,512,4,8,50,0,20,cuda,,268517,1,False,autocast,png,plms,/home/fetch/Documents/Kevin/stable_diffusion/models/ldm/stable-diffusion-v1/model.ckpt,False
a painting of a virus monster playing guitar,robot_imagination,False,False,25,False,0.0,1,512,512,4,8,50,0,20,cuda,,268567,1,False,autocast,png,plms,/home/fetch/Documents/Kevin/stable_diffusion/models/ldm/stable-diffusion-v1/model.ckpt,False
a painting of a virus monster playing guitar,robot_imagination,False,False,25,False,0.0,1,512,512,4,8,50,0,20,cuda,,268617,1,False,autocast,png,plms,/home/fetch/Documents/Kevin/stable_diffusion/models/ldm/stable-diffusion-v1/model.ckpt,False
a painting of a virus monster playing guitar,robot_imagination,False,False,25,False,0.0,1,512,512,4,8,50,0,20,cuda,,268667,1,False,autocast,png,plms,/home/fetch/Documents/Kevin/stable_diffusion/models/ldm/stable-diffusion-v1/model.ckpt,False
a painting of a virus monster playing guitar,robot_imagination,False,False,25,False,0.0,1,512,512,4,8,50,0,20,cuda,,268717,1,False,autocast,png,plms,/home/fetch/Documents/Kevin/stable_diffusion/models/ldm/stable-diffusion-v1/model.ckpt,False
a painting of a virus monster playing guitar,robot_imagination,False,False,25,False,0.0,1,512,512,4,8,50,0,20,cuda,,268767,1,False,autocast,png,plms,/home/fetch/Documents/Kevin/stable_diffusion/models/ldm/stable-diffusion-v1/model.ckpt,False
a painting of a virus monster playing guitar,robot_imagination,False,False,25,False,0.0,1,512,512,4,8,50,0,20,cuda,,268817,1,False,autocast,png,plms,/home/fetch/Documents/Kevin/stable_diffusion/models/ldm/stable-diffusion-v1/model.ckpt,False
a painting of a virus monster playing guitar,robot_imagination,False,False,25,False,0.0,1,512,512,4,8,50,0,20,cuda,,268867,1,False,autocast,png,plms,/home/fetch/Documents/Kevin/stable_diffusion/models/ldm/stable-diffusion-v1/model.ckpt,False
a painting of a virus monster playing guitar,robot_imagination,False,False,25,False,0.0,1,512,512,4,8,50,0,20,cuda,,268917,1,False,autocast,png,plms,/home/fetch/Documents/Kevin/stable_diffusion/models/ldm/stable-diffusion-v1/model.ckpt,False
a painting of a virus monster playing guitar,robot_imagination,False,False,25,False,0.0,1,512,512,4,8,50,0,20,cuda,,268967,1,False,autocast,png,plms,/home/fetch/Documents/Kevin/stable_diffusion/models/ldm/stable-diffusion-v1/model.ckpt,False
a painting of a virus monster playing guitar,robot_imagination,False,False,25,False,0.0,1,512,512,4,8,50,0,20,cuda,,269017,1,False,autocast,png,plms,/home/fetch/Documents/Kevin/stable_diffusion/models/ldm/stable-diffusion-v1/model.ckpt,False
a painting of a virus monster playing guitar,robot_imagination,False,False,25,False,0.0,1,512,512,4,8,50,0,20,cuda,,269067,1,False,autocast,png,plms,/home/fetch/Documents/Kevin/stable_diffusion/models/ldm/stable-diffusion-v1/model.ckpt,False
a painting of a virus monster playing guitar,robot_imagination,False,False,25,False,0.0,1,512,512,4,8,50,0,20,cuda,,269117,1,False,autocast,png,plms,/home/fetch/Documents/Kevin/stable_diffusion/models/ldm/stable-diffusion-v1/model.ckpt,False
a painting of a virus monster playing guitar,robot_imagination,False,False,25,False,0.0,1,512,512,4,8,50,0,20,cuda,,269167,1,False,autocast,png,plms,/home/fetch/Documents/Kevin/stable_diffusion/models/ldm/stable-diffusion-v1/model.ckpt,False
a painting of a virus monster playing guitar,robot_imagination,False,False,25,False,0.0,1,512,512,4,8,50,0,20,cuda,,269217,1,False,autocast,png,plms,/home/fetch/Documents/Kevin/stable_diffusion/models/ldm/stable-diffusion-v1/model.ckpt,False
a painting of a virus monster playing guitar,robot_imagination,False,False,25,False,0.0,1,512,512,4,8,50,0,20,cuda,,269267,1,False,autocast,png,plms,/home/fetch/Documents/Kevin/stable_diffusion/models/ldm/stable-diffusion-v1/model.ckpt,false
